scaled Front Center,scaled Front Left,scaled Front Right,scaled Left,scaled Right,Action
1.0,1.0,1.0,1.0,0.84,F
0.92,1.0,0.8,1.0,1.0,L
1.0,1.0,0.76,1.0,0.96,L
1.0,1.0,1.0,1.0,1.0,N
0.92,1.0,0.8,1.0,1.0,L
0.92,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.88,1.0,1.0,L
0.84,1.0,1.0,1.0,1.0,N
0.88,1.0,0.88,1.0,1.0,L
0.96,1.0,0.92,1.0,1.0,L
0.96,1.0,0.88,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.4,F
0.96,1.0,0.68,1.0,0.44,L
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.56,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,0.8,1.0,0.6,L
1.0,1.0,0.8,1.0,0.6,L
1.0,1.0,0.8,1.0,0.6,L
1.0,1.0,0.92,1.0,0.6,L
1.0,1.0,0.84,1.0,0.6,L
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,0.92,1.0,0.6,L
1.0,1.0,0.8,1.0,0.64,L
1.0,1.0,1.0,1.0,0.68,F
1.0,1.0,0.92,1.0,0.68,L
1.0,1.0,1.0,1.0,0.64,F
1.0,1.0,1.0,1.0,0.64,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.72,F
1.0,1.0,1.0,1.0,0.68,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.72,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.56,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
0.96,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.56,F
1.0,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
1.0,1.0,0.84,1.0,0.52,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.96,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.48,F
1.0,1.0,1.0,1.0,0.48,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.8,F
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,1.0,1.0,0.88,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.88,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.96,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.24,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.2,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.2,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.24,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.12,F
1.0,1.0,1.0,1.0,0.2,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.56,F
1.0,1.0,1.0,1.0,0.24,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.16,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.56,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.16,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.24,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.16,F
1.0,1.0,1.0,1.0,0.16,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.44,F
1.0,1.0,1.0,1.0,0.48,F
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,0.72,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.56,1.0,0.72,1.0,1.0,L
0.52,1.0,1.0,1.0,1.0,N
0.64,1.0,0.64,1.0,1.0,L
0.64,1.0,0.88,1.0,1.0,L
0.6,1.0,0.68,1.0,1.0,L
0.6,1.0,0.68,1.0,1.0,L
0.52,1.0,1.0,1.0,1.0,N
0.64,1.0,0.92,1.0,1.0,L
0.6,1.0,1.0,1.0,1.0,N
0.64,1.0,0.76,1.0,1.0,L
0.8,1.0,1.0,1.0,1.0,N
0.6,1.0,0.8,1.0,1.0,L
0.16,1.0,0.76,1.0,1.0,L
0.2,1.0,0.48,1.0,1.0,L
1.0,1.0,0.56,1.0,1.0,L
0.12,1.0,0.44,1.0,1.0,L
0.08,1.0,0.44,1.0,1.0,L
0.92,1.0,0.6,1.0,1.0,L
0.24,1.0,0.56,1.0,1.0,L
0.6,1.0,0.56,1.0,1.0,L
0.6,1.0,0.88,1.0,1.0,L
0.6,1.0,0.6,1.0,1.0,L
0.6,1.0,0.64,1.0,1.0,L
0.56,1.0,1.0,1.0,1.0,N
0.56,1.0,0.64,1.0,1.0,L
0.36,1.0,0.6,1.0,1.0,L
0.2,1.0,0.52,1.0,1.0,L
0.24,1.0,0.52,1.0,1.0,L
0.36,1.0,0.6,1.0,1.0,L
0.36,1.0,0.56,1.0,1.0,L
0.24,1.0,0.56,1.0,1.0,L
0.36,1.0,0.6,1.0,1.0,L
0.36,1.0,0.56,1.0,1.0,L
0.24,1.0,1.0,1.0,1.0,N
0.16,1.0,0.48,1.0,1.0,L
0.16,1.0,1.0,1.0,1.0,N
0.16,1.0,0.64,1.0,1.0,L
0.16,1.0,0.6,1.0,1.0,L
0.2,1.0,0.68,1.0,1.0,L
0.12,1.0,0.64,1.0,1.0,L
0.12,1.0,0.6,1.0,1.0,L
0.2,1.0,1.0,1.0,1.0,N
0.16,1.0,1.0,1.0,1.0,N
0.16,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.2,1.0,0.8,1.0,1.0,L
0.24,1.0,0.64,1.0,1.0,L
0.24,1.0,0.68,1.0,1.0,L
0.28,1.0,0.76,1.0,1.0,L
0.36,1.0,0.68,1.0,1.0,L
0.4,1.0,0.72,1.0,1.0,L
1.0,1.0,0.8,1.0,1.0,L
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,0.8,1.0,1.0,L
1.0,1.0,0.68,1.0,1.0,L
0.32,1.0,0.68,1.0,1.0,L
0.64,1.0,0.68,1.0,1.0,L
0.64,1.0,0.68,1.0,1.0,L
0.64,1.0,0.72,1.0,1.0,L
0.64,1.0,0.64,1.0,1.0,L
0.64,1.0,0.68,1.0,1.0,L
0.6,1.0,0.64,1.0,1.0,L
0.6,1.0,0.64,1.0,1.0,L
0.6,1.0,0.64,1.0,1.0,L
0.56,1.0,0.64,1.0,1.0,L
0.56,1.0,0.64,1.0,1.0,L
0.6,1.0,0.64,1.0,1.0,L
0.56,1.0,0.64,1.0,1.0,L
0.56,1.0,0.64,1.0,1.0,L
0.52,1.0,0.64,1.0,1.0,L
0.48,1.0,0.64,1.0,1.0,L
0.28,1.0,0.68,1.0,1.0,L
0.92,1.0,0.68,1.0,1.0,L
0.24,1.0,1.0,1.0,1.0,N
0.2,1.0,0.72,1.0,1.0,L
0.2,1.0,0.88,1.0,1.0,L
0.24,1.0,0.68,1.0,1.0,L
0.2,1.0,0.6,1.0,1.0,L
0.16,1.0,0.6,1.0,1.0,L
0.24,1.0,0.6,1.0,1.0,L
0.24,1.0,0.6,1.0,1.0,L
0.2,1.0,0.6,1.0,1.0,L
0.24,1.0,0.6,1.0,1.0,L
0.2,1.0,0.88,1.0,1.0,L
0.2,1.0,1.0,1.0,1.0,N
0.24,1.0,0.76,1.0,1.0,L
0.24,1.0,0.76,1.0,1.0,L
0.24,1.0,0.88,1.0,1.0,L
0.28,1.0,0.64,1.0,1.0,L
0.2,1.0,0.6,1.0,1.0,L
0.16,1.0,0.6,1.0,1.0,L
0.16,1.0,0.6,1.0,1.0,L
0.2,1.0,1.0,1.0,1.0,N
0.4,1.0,0.64,1.0,1.0,L
0.28,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.28,1.0,0.68,1.0,1.0,L
0.4,1.0,0.76,1.0,1.0,L
0.36,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.36,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.4,1.0,0.64,1.0,1.0,L
0.32,1.0,0.72,1.0,1.0,L
0.4,1.0,0.64,1.0,1.0,L
0.28,1.0,0.68,1.0,1.0,L
0.36,1.0,0.64,1.0,1.0,L
0.48,1.0,1.0,1.0,1.0,N
0.24,1.0,0.64,1.0,1.0,L
0.44,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.28,1.0,1.0,1.0,1.0,N
0.28,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.12,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.12,1.0,1.0,1.0,1.0,N
0.28,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.8,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.36,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.36,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.6,1.0,0.64,1.0,1.0,L
0.52,1.0,0.68,1.0,1.0,L
0.48,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.36,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
1.0,1.0,0.76,1.0,1.0,L
1.0,1.0,0.56,1.0,1.0,L
1.0,1.0,0.84,1.0,1.0,L
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.48,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.36,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,0.76,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.72,1.0,1.0,L
0.6,1.0,0.64,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
0.64,1.0,0.72,1.0,1.0,L
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.56,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
0.28,1.0,1.0,1.0,1.0,N
0.36,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.68,1.0,1.0,L
0.24,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.36,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.28,1.0,1.0,1.0,1.0,N
0.28,1.0,1.0,1.0,1.0,N
0.28,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.16,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.36,1.0,0.72,1.0,1.0,L
0.6,1.0,1.0,1.0,1.0,N
0.72,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.28,1.0,0.68,1.0,1.0,L
0.32,1.0,1.0,1.0,1.0,N
0.28,1.0,0.64,1.0,1.0,L
0.32,1.0,1.0,1.0,1.0,N
0.28,1.0,0.92,1.0,1.0,L
0.32,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
1.0,1.0,0.64,1.0,1.0,L
0.68,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.52,1.0,0.68,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.52,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.6,1.0,0.8,L
1.0,1.0,0.64,1.0,0.76,L
1.0,1.0,0.6,1.0,0.68,L
1.0,1.0,0.64,1.0,0.48,L
1.0,1.0,0.56,1.0,1.0,L
1.0,1.0,0.64,1.0,0.64,L
1.0,1.0,0.6,1.0,0.68,L
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,0.64,1.0,0.6,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.48,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,1.0,1.0,0.52,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.88,1.0,1.0,L
1.0,1.0,0.88,1.0,0.32,L
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,0.8,1.0,0.48,L
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.72,1.0,0.72,L
1.0,1.0,1.0,1.0,0.68,F
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.64,F
1.0,1.0,0.6,1.0,0.6,L
1.0,1.0,0.68,1.0,0.6,L
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,0.56,1.0,0.6,L
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,1.0,1.0,0.6,F
1.0,1.0,0.76,1.0,0.6,L
1.0,1.0,1.0,1.0,0.56,F
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.48,F
1.0,1.0,0.68,1.0,0.44,L
1.0,1.0,0.68,1.0,0.44,L
1.0,1.0,0.64,1.0,0.44,L
1.0,1.0,0.64,1.0,0.44,L
1.0,1.0,0.64,1.0,0.44,L
1.0,1.0,0.64,1.0,0.4,L
1.0,1.0,0.64,1.0,0.4,L
1.0,1.0,0.64,1.0,0.44,L
1.0,1.0,0.64,1.0,0.44,L
1.0,1.0,0.64,1.0,0.4,L
1.0,1.0,0.64,1.0,0.4,L
1.0,1.0,0.68,1.0,0.4,L
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,0.44,1.0,0.32,L
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,0.64,1.0,0.32,L
1.0,1.0,0.6,1.0,0.36,L
1.0,1.0,0.52,1.0,0.36,L
1.0,1.0,0.88,1.0,0.36,L
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,0.6,1.0,0.36,L
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,0.56,1.0,0.32,L
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,0.64,1.0,0.32,L
1.0,1.0,0.64,1.0,0.32,L
1.0,1.0,0.64,1.0,0.32,L
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,0.6,1.0,0.36,L
1.0,1.0,0.6,1.0,0.32,L
1.0,1.0,0.6,1.0,0.32,L
1.0,1.0,0.6,1.0,0.32,L
1.0,1.0,0.6,1.0,0.32,L
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,0.6,1.0,0.28,L
1.0,1.0,1.0,1.0,0.36,F
1.0,1.0,0.6,1.0,0.44,L
1.0,1.0,0.68,1.0,0.4,L
1.0,1.0,0.72,1.0,0.4,L
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,1.0,1.0,0.4,F
1.0,1.0,0.72,1.0,0.4,L
1.0,1.0,0.72,1.0,0.4,L
1.0,1.0,0.6,1.0,0.4,L
1.0,1.0,0.76,1.0,0.4,L
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.2,F
1.0,1.0,1.0,1.0,0.16,F
1.0,1.0,1.0,1.0,0.2,F
1.0,1.0,1.0,1.0,0.28,F
1.0,1.0,1.0,1.0,0.32,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,0.44,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.64,1.0,0.6,L
1.0,1.0,0.64,1.0,0.56,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.56,1.0,0.64,L
1.0,1.0,0.56,1.0,0.56,L
1.0,1.0,0.56,1.0,0.56,L
1.0,1.0,0.56,1.0,0.6,L
1.0,1.0,0.56,1.0,0.56,L
1.0,1.0,0.56,1.0,0.6,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.56,1.0,0.56,L
1.0,1.0,0.64,1.0,0.4,L
1.0,1.0,0.6,1.0,0.36,L
1.0,1.0,0.64,1.0,0.36,L
1.0,1.0,0.68,1.0,1.0,L
1.0,1.0,0.52,1.0,0.6,L
1.0,1.0,0.52,1.0,0.4,L
1.0,1.0,0.52,1.0,0.44,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.56,1.0,1.0,L
