scaled Front Center,scaled Front Left,scaled Front Right,scaled Left,scaled Right,Action
0.16,1.0,1.0,1.0,1.0,N
0.2,1.0,1.0,1.0,1.0,N
0.16,1.0,0.44,1.0,1.0,L
0.24,1.0,0.36,1.0,1.0,L
1.0,1.0,0.28,1.0,1.0,L
0.36,1.0,0.32,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.28,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.28,1.0,1.0,L
1.0,1.0,0.28,1.0,1.0,L
1.0,1.0,0.32,1.0,1.0,L
1.0,1.0,0.36,1.0,1.0,L
1.0,1.0,0.36,1.0,1.0,L
1.0,1.0,0.48,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.92,1.0,1.0,L
1.0,1.0,0.64,1.0,1.0,L
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.4,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.6,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.48,1.0,1.0,L
1.0,1.0,0.44,1.0,1.0,L
1.0,1.0,0.4,1.0,1.0,L
1.0,1.0,0.48,1.0,1.0,L
1.0,1.0,0.56,1.0,1.0,L
1.0,1.0,0.72,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.56,1.0,1.0,L
1.0,1.0,0.52,1.0,1.0,L
1.0,1.0,0.56,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.76,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.4,1.0,1.0,L
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,0.88,1.0,1.0,L
0.6,1.0,0.52,1.0,1.0,L
0.64,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.64,0.28,1.0,1.0,1.0,R
1.0,0.24,1.0,1.0,1.0,R
0.96,0.48,1.0,1.0,1.0,R
0.92,0.52,1.0,1.0,1.0,R
0.88,0.48,1.0,1.0,1.0,R
0.88,0.48,1.0,1.0,1.0,R
0.92,0.56,1.0,1.0,1.0,R
0.92,0.64,1.0,1.0,1.0,R
0.88,0.6,1.0,1.0,1.0,R
0.88,0.48,1.0,1.0,1.0,R
1.0,0.4,1.0,1.0,1.0,R
1.0,0.28,1.0,1.0,1.0,R
1.0,0.36,1.0,1.0,1.0,R
0.84,0.6,1.0,1.0,1.0,R
0.88,0.64,1.0,1.0,1.0,R
1.0,0.36,1.0,1.0,1.0,R
0.88,0.52,1.0,1.0,1.0,R
0.96,0.64,1.0,1.0,1.0,R
0.88,0.4,1.0,1.0,1.0,R
0.84,0.52,1.0,1.0,1.0,R
0.88,1.0,1.0,1.0,1.0,N
0.84,0.4,1.0,1.0,1.0,R
0.88,1.0,1.0,1.0,1.0,N
0.84,0.56,1.0,1.0,1.0,R
0.88,0.64,1.0,1.0,1.0,R
0.88,0.64,1.0,1.0,1.0,R
0.8,1.0,1.0,1.0,1.0,N
0.84,0.6,1.0,1.0,1.0,R
0.84,0.48,1.0,1.0,1.0,R
0.84,0.6,1.0,1.0,1.0,R
0.88,0.6,1.0,1.0,1.0,R
0.84,0.48,1.0,1.0,1.0,R
0.88,0.24,1.0,1.0,1.0,R
0.92,0.28,1.0,1.0,1.0,R
0.88,0.64,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.92,0.88,1.0,1.0,1.0,R
0.92,1.0,1.0,1.0,1.0,N
0.92,0.88,1.0,1.0,1.0,R
0.92,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
0.88,0.92,1.0,1.0,1.0,R
0.88,0.72,1.0,1.0,1.0,R
0.88,0.6,1.0,1.0,1.0,R
0.92,0.32,1.0,1.0,1.0,R
1.0,0.28,1.0,1.0,1.0,R
0.88,0.44,1.0,1.0,1.0,R
0.88,0.72,1.0,1.0,1.0,R
0.96,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
0.92,0.8,1.0,1.0,1.0,R
0.88,0.64,1.0,1.0,1.0,R
0.88,0.64,1.0,1.0,1.0,R
0.88,0.4,1.0,1.0,1.0,R
0.92,0.32,1.0,1.0,1.0,R
0.92,0.56,1.0,1.0,1.0,R
0.96,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
0.92,0.76,1.0,1.0,1.0,R
0.88,0.56,1.0,1.0,1.0,R
0.84,0.52,1.0,1.0,1.0,R
0.56,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.6,0.4,1.0,1.0,1.0,R
0.52,0.44,1.0,1.0,1.0,R
0.48,0.4,1.0,1.0,1.0,R
0.32,0.2,1.0,1.0,1.0,R
0.28,0.2,1.0,1.0,1.0,R
0.32,0.2,1.0,1.0,1.0,R
0.32,0.24,1.0,1.0,1.0,R
0.32,0.2,1.0,1.0,1.0,R
0.32,0.28,1.0,1.0,1.0,R
0.28,0.24,1.0,1.0,1.0,R
0.28,0.16,1.0,1.0,1.0,R
0.28,0.28,1.0,1.0,1.0,R
0.28,0.16,1.0,1.0,1.0,R
0.28,0.28,1.0,1.0,1.0,R
0.32,0.2,1.0,1.0,1.0,R
0.36,0.36,1.0,1.0,1.0,R
0.56,0.6,1.0,1.0,1.0,R
0.88,0.96,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.44,0.36,1.0,1.0,1.0,R
0.6,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.72,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.44,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.32,1.0,1.0,1.0,1.0,N
0.48,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.48,0.96,1.0,1.0,1.0,R
0.56,0.88,1.0,1.0,1.0,R
0.52,0.72,1.0,1.0,1.0,R
0.52,1.0,1.0,0.52,1.0,F
0.56,1.0,1.0,0.44,1.0,F
0.52,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,0.36,1.0,F
0.6,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,0.2,1.0,F
0.56,1.0,1.0,0.24,1.0,F
0.6,1.0,1.0,0.2,1.0,F
0.56,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.56,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,1.0,1.0,N
0.52,1.0,1.0,0.48,1.0,F
0.52,0.52,1.0,0.36,1.0,R
0.56,1.0,1.0,0.2,1.0,F
0.56,1.0,1.0,0.32,1.0,F
0.64,0.68,1.0,1.0,1.0,R
0.56,1.0,1.0,1.0,1.0,N
0.6,0.72,1.0,1.0,1.0,R
0.64,0.64,1.0,1.0,1.0,R
0.68,0.68,1.0,1.0,1.0,R
0.64,0.64,1.0,0.44,1.0,R
0.64,0.56,1.0,0.24,1.0,R
1.0,0.48,1.0,0.16,1.0,R
1.0,1.0,1.0,0.4,1.0,F
0.88,1.0,1.0,0.4,1.0,F
0.64,1.0,1.0,0.28,1.0,F
0.64,1.0,1.0,0.2,1.0,F
0.6,1.0,1.0,0.2,1.0,F
0.64,1.0,1.0,0.2,1.0,F
0.88,1.0,1.0,0.2,1.0,F
0.92,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.48,1.0,F
1.0,1.0,1.0,0.44,1.0,F
0.92,1.0,1.0,0.48,1.0,F
0.88,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
1.0,0.72,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.32,1.0,F
1.0,0.52,1.0,0.24,1.0,R
1.0,0.48,1.0,0.24,1.0,R
0.88,0.48,1.0,0.24,1.0,R
1.0,0.52,1.0,0.28,1.0,R
1.0,1.0,1.0,0.4,1.0,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,0.68,1.0,F
0.64,1.0,1.0,0.84,1.0,F
0.88,1.0,1.0,0.92,1.0,F
0.88,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,1.0,1.0,N
0.8,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.64,1.0,F
1.0,1.0,1.0,0.56,1.0,F
1.0,0.48,1.0,0.4,1.0,R
1.0,0.48,1.0,0.36,1.0,R
1.0,0.48,1.0,0.36,1.0,R
0.96,0.52,1.0,0.4,1.0,R
1.0,0.52,1.0,0.44,1.0,R
1.0,0.56,1.0,0.52,1.0,R
0.88,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,1.0,1.0,N
0.84,1.0,1.0,0.52,1.0,F
0.84,1.0,1.0,0.56,1.0,F
0.68,1.0,1.0,0.6,1.0,F
1.0,1.0,1.0,0.6,1.0,F
1.0,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,0.4,1.0,F
0.64,0.68,1.0,0.36,1.0,R
0.64,1.0,1.0,0.44,1.0,F
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.6,1.0,F
1.0,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.64,0.64,1.0,1.0,1.0,R
0.64,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.64,0.92,1.0,1.0,1.0,R
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,0.48,1.0,0.44,1.0,R
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,0.6,1.0,F
0.64,1.0,1.0,0.84,1.0,F
0.64,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.6,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.64,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.92,1.0,F
1.0,1.0,1.0,0.92,1.0,F
1.0,1.0,1.0,0.92,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.88,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,0.88,1.0,1.0,1.0,R
1.0,0.92,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,0.52,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,0.76,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,0.64,1.0,1.0,1.0,R
1.0,0.88,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,0.64,1.0,1.0,1.0,R
1.0,0.88,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.44,1.0,F
1.0,0.48,1.0,0.44,1.0,R
1.0,0.6,1.0,0.48,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,0.4,1.0,F
1.0,1.0,1.0,0.24,1.0,F
1.0,1.0,1.0,0.24,1.0,F
0.96,1.0,1.0,0.28,1.0,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.52,1.0,F
1.0,1.0,1.0,0.32,1.0,F
1.0,1.0,1.0,0.28,1.0,F
1.0,1.0,1.0,0.36,1.0,F
0.92,1.0,1.0,0.72,1.0,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.36,1.0,F
0.88,1.0,1.0,0.4,1.0,F
0.88,1.0,1.0,0.52,1.0,F
0.76,1.0,1.0,0.88,1.0,F
0.76,1.0,1.0,0.92,1.0,F
0.72,1.0,1.0,1.0,1.0,N
0.76,1.0,1.0,0.36,1.0,F
0.76,1.0,1.0,0.56,1.0,F
0.72,1.0,1.0,1.0,1.0,N
0.72,1.0,1.0,0.72,1.0,F
0.76,1.0,1.0,0.36,1.0,F
1.0,1.0,1.0,0.4,1.0,F
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,0.36,1.0,F
0.92,1.0,1.0,0.28,1.0,F
0.92,1.0,1.0,0.32,1.0,F
0.92,1.0,1.0,0.36,1.0,F
0.92,1.0,1.0,0.72,1.0,F
0.92,0.96,1.0,1.0,1.0,R
0.84,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,0.36,1.0,F
0.88,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
1.0,0.72,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,0.64,1.0,1.0,1.0,R
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.4,1.0,F
1.0,1.0,1.0,0.56,1.0,F
1.0,1.0,1.0,0.6,1.0,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.6,1.0,F
1.0,1.0,1.0,0.56,1.0,F
1.0,1.0,1.0,0.56,1.0,F
1.0,1.0,1.0,0.64,1.0,F
1.0,1.0,1.0,0.6,1.0,F
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.4,1.0,F
1.0,1.0,1.0,0.32,1.0,F
1.0,1.0,1.0,0.36,1.0,F
1.0,1.0,1.0,1.0,1.0,N
0.32,0.76,1.0,1.0,1.0,R
0.12,0.64,1.0,1.0,1.0,R
0.16,1.0,1.0,1.0,1.0,N
0.24,1.0,1.0,1.0,1.0,N
0.4,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,0.4,1.0,F
0.92,1.0,0.88,0.4,1.0,L
0.6,1.0,0.56,0.48,1.0,L
1.0,1.0,0.48,0.32,1.0,L
0.6,1.0,0.36,0.6,1.0,L
0.52,1.0,0.4,0.24,1.0,L
0.44,1.0,0.56,0.52,1.0,L
0.4,1.0,1.0,0.28,1.0,F
0.4,1.0,1.0,0.96,1.0,F
0.44,1.0,1.0,0.24,1.0,F
0.52,1.0,0.24,0.72,1.0,L
0.48,1.0,0.24,0.24,1.0,L
1.0,1.0,0.4,0.88,1.0,L
0.64,1.0,0.64,0.2,1.0,L
0.64,1.0,0.6,1.0,1.0,L
0.48,1.0,0.28,0.36,1.0,L
0.52,1.0,0.52,0.36,1.0,L
0.76,1.0,1.0,1.0,1.0,N
0.6,1.0,0.52,0.2,1.0,L
0.36,1.0,0.28,0.88,1.0,L
0.36,1.0,0.52,0.28,1.0,L
0.72,1.0,1.0,0.48,1.0,F
0.84,1.0,1.0,0.16,1.0,F
0.52,1.0,0.92,0.12,1.0,L
0.4,1.0,0.56,0.12,1.0,L
0.36,1.0,0.88,0.12,1.0,L
0.32,1.0,0.44,0.12,1.0,L
0.32,1.0,0.64,0.12,1.0,L
0.4,1.0,1.0,0.12,1.0,F
0.36,1.0,0.64,0.12,1.0,L
0.4,1.0,0.56,0.12,1.0,L
0.36,1.0,1.0,0.12,1.0,F
0.36,1.0,0.56,0.12,1.0,L
0.36,1.0,0.56,0.12,1.0,L
0.32,1.0,0.56,0.12,1.0,L
0.28,1.0,0.52,0.16,1.0,L
1.0,1.0,0.64,0.16,1.0,L
0.32,1.0,1.0,0.48,1.0,F
0.64,1.0,0.44,0.8,1.0,L
0.8,1.0,0.44,0.88,1.0,L
0.92,1.0,0.44,0.92,1.0,L
1.0,1.0,0.44,0.92,1.0,L
0.92,1.0,0.44,0.92,1.0,L
0.88,1.0,0.44,0.88,1.0,L
0.84,1.0,0.44,0.36,1.0,L
0.68,1.0,0.68,0.08,1.0,L
0.6,1.0,1.0,0.12,1.0,F
0.52,1.0,1.0,0.12,1.0,F
0.4,1.0,1.0,0.12,1.0,F
0.44,1.0,1.0,0.12,1.0,F
0.52,1.0,0.64,0.28,1.0,L
0.64,1.0,1.0,0.84,1.0,F
0.64,1.0,1.0,0.8,1.0,F
0.52,1.0,1.0,0.8,1.0,F
0.48,1.0,1.0,0.32,1.0,F
0.52,1.0,0.92,0.12,1.0,L
0.68,1.0,0.44,0.16,1.0,L
0.88,1.0,1.0,0.16,1.0,F
0.88,1.0,1.0,0.2,1.0,F
0.88,1.0,1.0,0.28,1.0,F
0.88,1.0,1.0,0.68,1.0,F
0.92,1.0,1.0,0.84,1.0,F
0.96,1.0,1.0,0.84,1.0,F
1.0,1.0,1.0,0.76,1.0,F
1.0,1.0,1.0,0.28,1.0,F
0.88,1.0,1.0,0.24,1.0,F
0.92,1.0,0.44,0.24,1.0,L
0.88,1.0,0.6,0.24,1.0,L
0.88,1.0,0.52,0.28,1.0,L
0.88,1.0,0.52,0.4,1.0,L
0.8,1.0,0.52,0.72,1.0,L
0.84,1.0,0.64,0.76,1.0,L
0.8,1.0,1.0,0.24,1.0,F
0.8,1.0,0.92,0.28,1.0,L
1.0,1.0,1.0,0.64,1.0,F
1.0,1.0,1.0,0.08,1.0,F
0.88,1.0,1.0,0.72,1.0,F
0.8,1.0,1.0,1.0,1.0,N
0.8,1.0,1.0,0.16,1.0,F
0.92,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,0.48,1.0,F
0.88,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,0.44,1.0,F
1.0,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,0.28,1.0,F
1.0,1.0,1.0,0.92,1.0,F
1.0,1.0,1.0,0.36,1.0,F
0.92,1.0,1.0,1.0,1.0,N
0.96,1.0,0.92,0.44,1.0,L
0.92,1.0,1.0,0.8,1.0,F
0.88,1.0,1.0,0.76,1.0,F
0.88,1.0,0.76,0.76,1.0,L
1.0,1.0,0.6,0.76,1.0,L
1.0,1.0,0.36,0.76,0.28,L
1.0,1.0,1.0,0.76,0.24,F
1.0,1.0,1.0,0.76,0.2,F
1.0,1.0,1.0,0.76,0.16,F
1.0,1.0,1.0,0.76,0.16,F
1.0,1.0,1.0,0.76,0.16,F
1.0,1.0,1.0,0.76,0.2,F
1.0,1.0,1.0,0.76,0.24,F
1.0,1.0,1.0,0.76,0.24,F
1.0,1.0,1.0,0.76,0.2,F
1.0,1.0,0.36,0.76,0.16,L
1.0,1.0,1.0,0.76,0.16,F
1.0,1.0,0.48,0.76,0.2,L
1.0,1.0,0.6,0.76,1.0,L
1.0,1.0,1.0,0.76,1.0,F
0.88,1.0,1.0,0.4,1.0,F
0.96,1.0,1.0,1.0,1.0,N
0.72,1.0,1.0,0.36,1.0,F
0.72,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,0.44,1.0,F
0.88,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
0.96,1.0,1.0,1.0,1.0,N
0.92,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
0.68,1.0,1.0,1.0,1.0,N
0.88,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,1.0,N
1.0,1.0,1.0,1.0,0.76,F
